product_id,product_name,category,sub_category,brand,price,discount,final_price,stock,rating,reviews_count,supplier,country,city,warehouse_id,delivery_time_days,return_rate,is_active,launch_year,weight_kg,volume_l,color,material,warranty_years,sales_last_month,sales_last_3_months,sales_last_year,profit_margin,cost_price,revenue_last_month,revenue_last_year,views,cart_additions,wishlist_additions,conversion_rate,avg_session_time,bounce_rate,seo_score,ad_spend,ad_clicks,ad_conversions,seasonality_index,restock_frequency_days,damaged_returns,customer_complaints,net_promoter_score,supplier_rating,shipping_cost,tax_rate
3553,Product_3553,Home,Electronics,BrandD,134.11,0.26,99.24,858,1.26,2709,Supplier_30,India,New York,5,7,0.09,0,2019,48.15,28.46,Red,Plastic,0,543,2375,2515,0.24,88.55,1290.12,15481.44,73139,5315,23444,0.055,168.49,0.83,90,1971.12,8212,817,1.11,20,5,121,73,2.21,19.18,0.18
3554,Product_3554,Home,Toys,BrandA,660.1,0.34,435.67,296,2.25,3775,Supplier_24,India,New York,18,12,0.1,1,2020,17.19,37.48,Green,Fabric,5,328,1821,241,0.45,446.01,130265.33,1563183.96,93990,45993,5932,0.129,38.03,0.58,60,8790.61,6745,4094,0.78,9,82,90,44,4.0,28.11,0.1
3555,Product_3555,Beauty,Clothing,BrandA,922.83,0.41,544.47,33,2.02,1830,Supplier_35,UK,Mumbai,14,1,0.28,1,2012,18.89,10.72,Black,Metal,4,322,1128,93,0.38,653.12,53358.06,640296.72,27914,14838,17786,0.185,241.0,0.76,74,976.83,9237,97,1.47,52,30,135,99,4.5,19.65,0.13
3556,Product_3556,Beauty,Beauty,BrandB,360.09,0.45,198.05,468,2.83,173,Supplier_4,UK,Berlin,7,7,0.15,1,2025,15.31,34.89,Blue,Fabric,0,279,1062,1924,0.07,289.84,90310.8,1083729.6,17489,12216,23073,0.079,253.62,0.82,52,2250.97,7203,4735,0.67,3,65,55,-42,4.83,40.96,0.06
3557,Product_3557,Toys,Electronics,BrandD,121.06,0.29,85.95,773,2.72,2171,Supplier_39,UK,Mumbai,14,4,0.18,0,2018,31.38,88.0,Red,Fabric,2,902,1584,1421,0.13,84.79,12462.75,149553.0,41243,37783,22297,0.059,161.54,0.78,53,132.25,921,3661,1.13,37,48,114,14,4.03,9.13,0.23
3558,Product_3558,Home,Sports,BrandD,702.93,0.24,534.23,442,1.16,404,Supplier_44,Germany,Mumbai,14,8,0.09,1,2022,43.82,8.76,Blue,Plastic,4,444,363,8905,0.33,480.38,152255.55,1827066.6,84890,15673,24876,0.175,189.57,0.18,71,7134.72,5156,116,1.07,5,30,192,56,2.32,38.74,0.1
3559,Product_3559,Toys,Beauty,BrandD,767.23,0.28,552.41,443,3.37,4150,Supplier_13,USA,London,6,14,0.2,1,2024,8.43,83.32,White,Wood,5,390,2643,6647,0.07,603.85,195000.73,2340008.76,63961,39217,13798,0.185,288.91,0.54,98,678.87,5047,4013,0.65,45,41,40,32,4.9,38.79,0.14
3560,Product_3560,Beauty,Sports,BrandA,599.02,0.12,527.14,163,4.02,3168,Supplier_43,China,Berlin,7,9,0.24,1,2021,13.42,80.68,White,Wood,0,326,1128,8578,0.17,452.1,28465.56,341586.72,86317,29815,770,0.039,234.2,0.4,99,6429.7,9173,2194,0.93,40,95,76,91,2.29,25.59,0.21
3561,Product_3561,Sports,Sports,BrandA,457.94,0.06,430.46,925,1.4,4005,Supplier_31,Germany,London,16,2,0.13,1,2014,45.05,96.27,Blue,Fabric,3,298,775,7197,0.39,374.4,132151.22,1585814.64,75419,4011,16501,0.18,52.24,0.43,84,3203.77,6989,4183,0.56,59,75,77,90,1.26,18.53,0.11
3562,Product_3562,Home,Clothing,BrandC,890.1,0.37,560.76,913,1.57,3464,Supplier_9,India,Berlin,8,14,0.19,0,2013,29.81,87.1,White,Plastic,0,847,2312,3178,0.43,654.37,52711.44,632537.28,15022,20993,555,0.149,179.86,0.82,66,5149.53,105,3010,0.96,41,74,105,47,2.09,20.86,0.25
3563,Product_3563,Toys,Clothing,BrandD,887.19,0.01,878.32,798,1.67,1566,Supplier_46,USA,London,11,9,0.13,1,2015,6.07,5.31,Red,Wood,4,108,1827,1466,0.41,462.28,140531.2,1686374.4,4913,3028,16176,0.011,142.29,0.16,83,3214.39,6191,4319,1.08,20,36,110,69,4.41,46.26,0.06
3564,Product_3564,Clothing,Beauty,BrandE,577.01,0.21,455.84,56,4.55,3445,Supplier_39,USA,Mumbai,13,14,0.21,0,2025,9.06,47.75,Red,Metal,1,541,872,5209,0.06,332.39,79772.0,957264.0,53650,22585,23144,0.157,65.36,0.39,91,5473.2,3891,4703,0.97,51,66,81,24,4.39,31.84,0.14
3565,Product_3565,Beauty,Electronics,BrandB,778.11,0.29,552.46,858,3.03,2690,Supplier_34,UK,Berlin,16,10,0.26,0,2021,7.31,90.37,White,Wood,4,141,1145,1496,0.22,505.47,98337.88,1180054.56,6268,20388,27249,0.061,245.37,0.89,70,1364.44,3035,2805,0.67,27,2,9,-24,3.37,39.29,0.08
3566,Product_3566,Electronics,Electronics,BrandD,277.94,0.04,266.82,631,2.03,4904,Supplier_3,Germany,Shanghai,7,2,0.19,0,2011,10.05,18.22,Red,Fabric,5,65,1297,9919,0.48,152.66,48027.6,576331.2,81691,32936,15818,0.056,190.74,0.66,95,6731.87,502,2129,0.7,39,46,3,95,2.91,40.97,0.09
3567,Product_3567,Beauty,Beauty,BrandD,206.53,0.24,156.96,969,3.44,915,Supplier_5,Germany,Berlin,7,3,0.28,0,2019,28.19,83.86,Red,Plastic,4,12,2579,9829,0.38,180.04,11144.16,133729.92,24271,20417,3542,0.04,214.72,0.55,56,4193.78,1847,8,1.11,56,89,12,26,2.38,27.59,0.07
3568,Product_3568,Sports,Home,BrandA,53.01,0.07,49.3,996,3.18,2518,Supplier_34,USA,Berlin,20,9,0.27,0,2018,11.99,89.01,Black,Metal,0,449,796,7703,0.43,30.72,49.3,591.6,68425,20543,23843,0.194,245.48,0.84,98,418.35,4100,4415,1.01,2,44,175,-49,4.19,4.75,0.14
3569,Product_3569,Beauty,Beauty,BrandD,851.62,0.05,809.04,152,4.32,3179,Supplier_13,China,New York,4,12,0.09,0,2010,3.87,41.12,White,Metal,1,495,949,919,0.3,561.5,207114.24,2485370.88,48642,27005,8499,0.021,255.79,0.36,87,4819.01,113,3231,0.5,26,22,90,33,2.89,22.67,0.15
3570,Product_3570,Sports,Toys,BrandE,527.78,0.36,337.78,64,2.34,1081,Supplier_39,China,Shanghai,11,2,0.16,1,2013,8.19,45.89,Green,Metal,3,972,1440,8930,0.4,266.57,164836.64,1978039.68,31927,3924,27716,0.04,52.78,0.3,62,7735.67,1465,828,1.2,1,11,82,79,2.32,10.67,0.21
3571,Product_3571,Clothing,Home,BrandB,892.59,0.01,883.66,78,4.27,4587,Supplier_33,UK,London,10,3,0.25,0,2022,14.97,55.02,Black,Plastic,4,943,2273,2518,0.44,560.14,145803.9,1749646.8,46834,46742,28294,0.07,162.77,0.35,62,4916.45,675,1534,1.31,51,12,36,47,4.08,3.29,0.06
3572,Product_3572,Home,Sports,BrandA,979.01,0.42,567.83,737,2.87,3239,Supplier_46,USA,Shanghai,6,10,0.29,0,2018,35.66,63.15,Green,Metal,0,968,900,1015,0.22,588.46,4542.64,54511.68,41406,7422,22198,0.171,162.51,0.69,87,354.35,8364,4321,1.39,50,97,53,23,1.42,37.1,0.16
3573,Product_3573,Electronics,Electronics,BrandC,294.69,0.41,173.87,27,1.52,1219,Supplier_12,Germany,Mumbai,16,5,0.15,0,2018,3.36,15.75,Blue,Fabric,5,325,1905,8146,0.47,153.26,78067.63,936811.56,44425,11136,5296,0.177,68.68,0.53,100,8144.82,9607,2942,1.49,22,88,45,-24,2.89,48.59,0.12
3574,Product_3574,Electronics,Sports,BrandE,393.02,0.47,208.3,84,1.89,128,Supplier_33,UK,New York,1,6,0.2,0,2022,40.79,41.76,Red,Plastic,1,887,1765,9698,0.43,328.16,7915.4,94984.8,16307,19256,2215,0.149,289.86,0.73,73,6923.0,9348,4546,0.71,37,89,84,-97,4.34,37.99,0.22
3575,Product_3575,Beauty,Electronics,BrandA,405.87,0.2,324.7,673,2.45,22,Supplier_9,India,New York,17,8,0.2,0,2013,31.83,66.25,Black,Plastic,3,674,517,642,0.18,236.39,120139.0,1441668.0,11630,20602,2706,0.094,242.93,0.71,100,303.95,749,4976,0.66,57,27,173,31,2.04,26.12,0.23
3576,Product_3576,Sports,Electronics,BrandB,566.58,0.49,288.96,466,3.92,2109,Supplier_40,USA,London,1,9,0.15,1,2022,6.47,58.81,Green,Plastic,3,418,2617,1493,0.25,498.38,25428.48,305141.76,47928,7083,11180,0.086,136.6,0.12,82,7057.4,8339,1079,1.47,11,73,10,61,1.68,1.38,0.14
3577,Product_3577,Sports,Home,BrandB,550.07,0.43,313.54,156,1.05,4272,Supplier_27,USA,Berlin,18,5,0.09,1,2012,34.79,42.91,Black,Plastic,3,59,1050,3551,0.45,422.87,133254.5,1599054.0,80872,41700,608,0.128,249.12,0.11,94,631.88,25,2046,1.32,17,26,149,73,1.05,6.78,0.24
3578,Product_3578,Toys,Electronics,BrandD,724.05,0.17,600.96,571,3.09,3161,Supplier_10,UK,Berlin,16,9,0.21,1,2025,22.17,57.1,Black,Wood,1,742,768,4669,0.32,606.83,260215.68,3122588.16,48606,18791,17629,0.013,154.94,0.56,99,5684.48,7862,4614,1.06,40,91,17,-22,2.67,5.1,0.07
3579,Product_3579,Home,Toys,BrandB,281.43,0.1,253.29,811,4.01,250,Supplier_31,India,Mumbai,5,14,0.23,1,2012,40.3,44.31,Blue,Plastic,3,993,530,8439,0.14,192.46,33180.99,398171.88,10540,9158,7635,0.144,199.19,0.86,97,1044.98,5351,3820,0.79,34,24,176,-37,4.23,49.43,0.08
3580,Product_3580,Clothing,Electronics,BrandD,566.4,0.12,498.43,639,1.64,839,Supplier_34,UK,New York,5,13,0.3,0,2022,3.47,98.59,Red,Fabric,1,284,1216,4938,0.22,405.2,190898.69,2290784.28,84874,42102,3936,0.146,111.09,0.54,87,4527.29,1599,4671,1.46,17,49,32,37,4.71,26.28,0.11
3581,Product_3581,Beauty,Clothing,BrandD,399.39,0.15,339.48,310,3.9,1171,Supplier_21,UK,New York,5,5,0.23,0,2013,31.64,31.76,White,Metal,3,379,1179,8515,0.09,214.07,111349.44,1336193.28,61961,9856,29079,0.074,45.07,0.44,87,3807.17,8575,4846,1.13,47,16,23,43,4.92,9.46,0.23
3582,Product_3582,Toys,Home,BrandE,57.47,0.43,32.76,233,3.46,3383,Supplier_50,China,Shanghai,12,12,0.02,0,2022,31.67,16.36,Red,Fabric,3,66,2996,523,0.5,46.17,5995.08,71940.96,76130,12876,6759,0.089,203.59,0.67,87,6371.96,9355,147,0.74,59,88,18,-100,1.01,10.78,0.17
3583,Product_3583,Electronics,Clothing,BrandB,351.44,0.38,217.89,667,1.73,3925,Supplier_35,India,Berlin,15,5,0.21,1,2010,45.18,17.2,Red,Plastic,0,333,220,197,0.4,303.94,28325.7,339908.4,17810,43009,11258,0.061,117.67,0.85,50,9950.99,1495,1064,0.54,31,45,74,51,2.38,40.7,0.19
3584,Product_3584,Clothing,Electronics,BrandA,434.36,0.01,430.02,342,3.73,1062,Supplier_2,India,New York,18,9,0.24,1,2018,1.72,32.59,Blue,Metal,0,903,1276,7920,0.09,385.75,78693.66,944323.92,61071,38362,19968,0.119,89.11,0.74,55,4720.47,1923,3403,1.03,17,92,102,-80,1.22,19.03,0.17
3585,Product_3585,Electronics,Beauty,BrandD,522.31,0.24,396.96,656,2.92,4046,Supplier_6,India,London,12,11,0.02,0,2015,38.66,72.67,Green,Plastic,1,864,2250,8765,0.17,459.05,146875.2,1762502.4,90111,6019,15031,0.07,112.94,0.67,54,3951.56,8026,584,0.89,25,55,107,-40,3.34,35.64,0.24
3586,Product_3586,Home,Beauty,BrandD,582.15,0.05,553.04,371,3.3,4999,Supplier_7,India,New York,9,6,0.26,1,2020,43.47,63.69,Blue,Plastic,5,25,1489,1094,0.24,437.45,95675.92,1148111.04,22802,32289,16343,0.159,74.28,0.85,83,5593.57,2545,3334,0.96,53,35,1,14,4.1,23.91,0.1
3587,Product_3587,Toys,Beauty,BrandA,407.25,0.32,276.93,585,3.26,2974,Supplier_8,India,Berlin,7,9,0.24,1,2010,29.04,20.32,Blue,Metal,1,958,293,712,0.39,281.52,9692.55,116310.6,11635,16728,22960,0.017,129.01,0.58,75,5830.45,3514,670,0.89,39,77,61,79,2.62,48.03,0.2
3588,Product_3588,Clothing,Sports,BrandE,51.92,0.46,28.04,322,1.78,434,Supplier_41,India,Mumbai,4,13,0.12,0,2024,29.31,52.84,Red,Fabric,3,209,341,9092,0.45,45.4,1037.48,12449.76,33989,18930,25030,0.026,208.42,0.8,74,7911.14,5983,4526,0.6,45,51,79,84,3.71,35.48,0.16
3589,Product_3589,Clothing,Home,BrandC,883.32,0.37,556.49,395,2.8,2417,Supplier_50,India,Berlin,8,9,0.28,0,2017,9.45,37.0,Red,Wood,4,288,1115,7909,0.21,789.65,179189.78,2150277.36,47493,27995,26393,0.03,75.46,0.83,94,1002.95,4758,3491,1.03,49,92,56,-96,2.71,38.65,0.19
3590,Product_3590,Electronics,Toys,BrandE,740.96,0.48,385.3,948,2.67,3787,Supplier_36,UK,London,6,1,0.29,0,2022,9.61,93.24,Blue,Metal,2,7,2506,8504,0.25,521.96,100948.6,1211383.2,30150,41111,14028,0.022,69.96,0.82,88,6457.68,9895,2847,1.42,29,18,15,61,2.43,25.47,0.12
3591,Product_3591,Clothing,Clothing,BrandE,617.99,0.2,494.39,417,3.78,2247,Supplier_3,Germany,New York,18,9,0.13,1,2015,24.04,21.3,White,Wood,4,343,1416,7679,0.21,509.04,93439.71,1121276.52,32164,5595,13730,0.17,224.59,0.31,74,2555.5,5720,1220,1.23,39,94,45,-89,4.38,35.55,0.18
3592,Product_3592,Beauty,Beauty,BrandD,662.82,0.17,550.14,963,2.29,4166,Supplier_43,Germany,London,15,5,0.1,1,2020,5.8,10.48,Red,Fabric,5,607,905,7736,0.28,591.81,130933.32,1571199.84,59668,29905,3888,0.107,56.02,0.81,98,6244.29,3529,287,0.81,31,40,48,-76,3.87,16.97,0.05
3593,Product_3593,Home,Electronics,BrandA,844.92,0.45,464.71,102,1.7,1331,Supplier_44,UK,Berlin,9,6,0.28,1,2012,46.48,93.89,Black,Metal,5,821,1576,2558,0.33,705.87,216090.15,2593081.8,47185,24997,4519,0.107,47.6,0.85,99,4486.67,1021,3187,0.75,28,53,61,80,4.56,4.09,0.09
3594,Product_3594,Sports,Sports,BrandB,629.58,0.27,459.59,454,1.01,1024,Supplier_14,India,Shanghai,16,14,0.04,0,2012,24.7,70.11,Black,Fabric,4,114,270,4817,0.36,549.4,207275.09,2487301.08,29661,13396,7785,0.071,168.34,0.33,86,5021.06,9527,1804,0.97,9,20,91,60,4.02,11.5,0.06
3595,Product_3595,Electronics,Toys,BrandC,752.47,0.09,684.75,981,2.99,1930,Supplier_29,India,Shanghai,20,13,0.23,1,2020,42.13,45.56,Black,Fabric,4,293,1346,9553,0.36,645.73,313615.5,3763386.0,98247,9576,14032,0.18,273.02,0.14,98,4950.92,4335,2219,1.41,2,6,1,47,3.95,40.19,0.13
3596,Product_3596,Toys,Clothing,BrandC,53.09,0.33,35.57,113,4.82,3278,Supplier_34,UK,London,20,8,0.07,0,2016,32.31,34.72,Blue,Metal,1,190,865,5137,0.1,44.81,17429.3,209151.6,64298,36276,6104,0.068,170.19,0.55,88,6812.91,4658,4914,1.07,41,6,185,-60,4.42,18.44,0.24
3597,Product_3597,Clothing,Clothing,BrandA,323.97,0.03,314.25,279,4.39,1729,Supplier_15,India,Mumbai,17,10,0.09,1,2015,6.14,64.34,Red,Wood,5,766,1562,832,0.42,180.64,135127.5,1621530.0,63009,5872,5404,0.074,219.24,0.88,77,3389.72,1563,2044,1.46,18,45,69,64,2.63,30.75,0.12
3598,Product_3598,Sports,Beauty,BrandE,398.03,0.35,258.72,417,1.87,448,Supplier_3,Germany,New York,9,13,0.04,0,2018,1.54,43.25,Red,Fabric,5,827,2652,9086,0.13,310.78,93397.92,1120775.04,12779,66,5076,0.057,41.37,0.45,81,5295.18,4687,2926,1.13,2,59,170,-31,1.73,48.34,0.09
3599,Product_3599,Electronics,Sports,BrandD,319.1,0.14,274.43,28,1.34,2343,Supplier_35,China,Mumbai,17,14,0.17,0,2025,15.95,58.23,Red,Metal,3,746,762,8610,0.38,247.59,128707.67,1544492.04,69499,44617,3497,0.155,62.6,0.68,69,9212.33,9315,864,1.49,50,88,84,36,2.63,23.84,0.19
3600,Product_3600,Home,Home,BrandD,153.34,0.15,130.34,151,3.07,3917,Supplier_43,UK,Shanghai,13,14,0.01,0,2022,2.91,99.33,White,Plastic,4,156,2134,5589,0.36,88.42,56046.2,672554.4,52689,24160,18744,0.057,14.32,0.8,96,2371.84,9506,3398,1.06,51,4,30,54,2.59,12.85,0.25
3601,Product_3601,Beauty,Beauty,BrandD,676.63,0.42,392.45,987,4.67,4615,Supplier_49,USA,London,16,5,0.1,1,2013,49.44,76.7,White,Fabric,1,530,1184,7630,0.41,353.76,59259.95,711119.4,7536,3644,28105,0.012,110.24,0.29,60,1270.6,5494,3564,0.81,31,10,153,-43,4.95,41.92,0.11
3602,Product_3602,Electronics,Beauty,BrandA,291.33,0.13,253.46,216,2.32,4046,Supplier_13,Germany,Mumbai,13,5,0.25,1,2020,34.96,2.4,Blue,Metal,5,634,1811,2617,0.44,256.98,102397.84,1228774.08,27807,11637,28480,0.044,262.95,0.86,99,4512.05,5998,1236,0.86,60,5,172,64,4.59,38.3,0.08
3603,Product_3603,Electronics,Toys,BrandB,470.73,0.03,456.61,60,1.78,695,Supplier_36,USA,New York,9,11,0.19,1,2012,30.12,63.77,Red,Wood,0,894,293,4078,0.35,288.04,172141.97,2065703.64,39261,40319,14084,0.111,199.88,0.41,72,5071.14,6505,885,1.08,40,92,197,11,3.35,39.34,0.22
3604,Product_3604,Clothing,Sports,BrandA,625.26,0.15,531.47,756,1.53,4122,Supplier_47,China,London,7,9,0.1,0,2019,39.81,89.98,Green,Metal,2,67,2259,2608,0.29,555.19,183357.15,2200285.8,73772,31817,1748,0.198,90.51,0.17,77,6395.04,9790,648,0.89,6,72,137,-78,1.08,22.57,0.2
3605,Product_3605,Sports,Clothing,BrandC,526.09,0.47,278.83,848,3.83,2311,Supplier_33,Germany,New York,13,7,0.08,0,2023,20.33,84.0,Red,Fabric,4,39,870,952,0.35,320.72,132165.42,1585985.04,59692,3568,775,0.109,141.74,0.77,54,6153.89,4503,4132,1.07,21,49,44,-65,1.98,4.52,0.1
3606,Product_3606,Toys,Clothing,BrandA,48.33,0.09,43.98,156,2.67,4727,Supplier_42,USA,Berlin,5,14,0.17,0,2012,15.56,63.17,Green,Metal,0,119,75,2374,0.25,26.69,13369.92,160439.04,55435,30433,19028,0.078,246.58,0.29,74,4031.7,9929,150,1.31,29,83,77,89,4.36,25.49,0.17
3607,Product_3607,Toys,Beauty,BrandC,162.08,0.02,158.84,187,3.49,4464,Supplier_11,USA,Berlin,4,13,0.21,1,2016,10.56,83.28,Green,Plastic,1,365,959,8023,0.36,91.36,49716.92,596603.04,73370,49337,20541,0.143,129.69,0.57,81,6697.75,5850,4843,0.94,59,25,19,-24,2.31,4.5,0.23
3608,Product_3608,Clothing,Home,BrandE,599.77,0.07,557.79,818,3.43,3897,Supplier_20,UK,Berlin,4,7,0.15,1,2025,7.5,60.01,White,Fabric,1,675,367,9953,0.15,313.76,152276.67,1827320.04,65832,15703,20038,0.04,283.61,0.79,78,6143.3,349,2327,0.62,7,45,32,99,1.71,13.96,0.16
3609,Product_3609,Beauty,Home,BrandD,155.45,0.49,79.28,77,3.37,3153,Supplier_3,India,London,9,8,0.15,1,2019,36.86,28.84,Green,Plastic,0,918,2504,2422,0.45,109.22,20692.08,248304.96,39688,1081,195,0.157,286.34,0.84,62,295.06,4314,2625,1.06,25,26,38,94,2.99,10.36,0.18
3610,Product_3610,Home,Sports,BrandD,199.37,0.32,135.57,935,2.06,3434,Supplier_22,India,London,2,12,0.22,1,2024,42.06,44.75,Blue,Metal,0,849,2726,8984,0.08,177.82,10032.18,120386.16,58383,39139,973,0.019,239.43,0.83,71,2207.67,9327,660,1.16,51,51,1,35,2.2,18.37,0.14
3611,Product_3611,Beauty,Clothing,BrandD,113.12,0.22,88.23,918,1.66,2438,Supplier_37,China,Shanghai,10,13,0.3,0,2020,16.28,15.67,Green,Wood,2,311,908,2467,0.38,90.41,20381.13,244573.56,48892,34407,26592,0.185,77.88,0.24,78,7138.97,2971,2159,0.74,15,100,76,84,1.4,40.16,0.17
3612,Product_3612,Home,Beauty,BrandE,143.77,0.01,142.33,702,2.8,2074,Supplier_24,China,Berlin,13,14,0.25,0,2010,18.19,10.62,Black,Plastic,1,836,1570,6666,0.05,123.82,37005.8,444069.6,98025,50000,6051,0.102,173.38,0.52,77,2066.07,6452,2185,0.58,56,23,165,77,4.66,4.86,0.07
3613,Product_3613,Toys,Toys,BrandB,929.81,0.14,799.64,352,1.07,4203,Supplier_20,UK,Shanghai,19,14,0.15,0,2012,10.34,82.83,Black,Wood,5,126,1956,9876,0.32,568.48,799.64,9595.68,38923,9855,5781,0.103,254.02,0.62,79,5293.9,7264,3361,0.78,20,29,97,-40,4.55,40.1,0.06
3614,Product_3614,Clothing,Clothing,BrandB,70.47,0.23,54.26,471,4.99,180,Supplier_35,Germany,New York,2,14,0.07,0,2019,35.42,34.48,Blue,Metal,1,399,1041,2694,0.38,55.94,21324.18,255890.16,82897,16552,28904,0.142,143.33,0.2,92,2584.73,7577,2783,1.44,49,86,27,74,1.62,29.87,0.14
3615,Product_3615,Beauty,Electronics,BrandB,458.86,0.17,380.85,533,4.65,2263,Supplier_8,China,Shanghai,9,14,0.29,0,2014,23.89,48.25,Black,Fabric,4,562,1960,9304,0.22,236.94,136725.15,1640701.8,83075,44097,323,0.015,166.92,0.82,92,9539.74,307,3191,0.72,58,67,123,-61,4.4,24.5,0.25
3616,Product_3616,Beauty,Clothing,BrandC,358.86,0.44,200.96,27,1.12,3496,Supplier_8,UK,New York,11,11,0.19,1,2020,47.65,99.35,White,Wood,1,975,2455,3997,0.23,237.16,16076.8,192921.6,65803,16891,15930,0.195,207.4,0.5,68,1808.75,4367,493,1.04,5,67,166,57,4.08,25.38,0.2
3617,Product_3617,Toys,Home,BrandA,125.72,0.26,93.03,998,1.96,3054,Supplier_41,USA,Berlin,9,4,0.08,0,2019,45.31,62.88,White,Fabric,2,113,708,504,0.46,84.71,31723.23,380678.76,84664,17592,29122,0.024,239.46,0.76,84,9120.64,9690,1727,0.79,22,64,28,-5,3.64,38.09,0.13
3618,Product_3618,Beauty,Clothing,BrandC,290.42,0.42,168.44,908,1.65,1515,Supplier_12,India,Shanghai,3,10,0.1,0,2017,16.51,92.79,White,Metal,1,159,2961,5195,0.37,249.66,5390.08,64680.96,40732,17773,20369,0.152,182.34,0.77,60,3799.08,3701,3794,1.48,54,87,7,29,3.64,47.55,0.13
3619,Product_3619,Sports,Toys,BrandE,768.35,0.22,599.31,799,2.63,711,Supplier_12,Germany,Shanghai,17,8,0.02,0,2020,14.99,71.19,Black,Wood,5,531,598,5923,0.45,417.84,83304.09,999649.08,97922,48492,8838,0.17,74.83,0.77,72,6714.86,1744,3390,0.75,9,71,162,-91,3.41,44.49,0.24
3620,Product_3620,Home,Electronics,BrandC,347.82,0.45,191.3,470,1.84,75,Supplier_13,USA,New York,17,13,0.27,1,2025,37.48,14.16,Red,Metal,0,608,2448,6177,0.42,180.36,58920.4,707044.8,61123,29529,3650,0.058,56.06,0.16,88,7964.08,4295,2507,0.93,35,9,108,-35,1.92,43.49,0.14
3621,Product_3621,Electronics,Electronics,BrandA,227.77,0.08,209.55,418,2.16,4766,Supplier_30,India,New York,8,1,0.18,1,2020,20.39,56.38,Black,Wood,4,350,235,7423,0.23,146.41,91363.8,1096365.6,27800,30127,9295,0.125,238.78,0.66,79,3275.4,6896,1738,1.06,52,92,121,29,1.3,1.7,0.09
3622,Product_3622,Clothing,Electronics,BrandC,678.28,0.32,461.23,177,3.59,3462,Supplier_48,India,New York,11,11,0.06,1,2019,31.82,0.43,Blue,Metal,4,454,2971,6762,0.1,474.01,56731.29,680775.48,37609,33536,25759,0.12,39.78,0.56,67,8390.96,9217,1087,0.53,47,40,116,52,2.25,47.23,0.22
3623,Product_3623,Home,Electronics,BrandC,477.02,0.24,362.54,569,4.59,977,Supplier_3,India,New York,3,5,0.2,0,2010,40.82,6.23,Red,Fabric,0,140,2418,4816,0.17,415.26,131602.02,1579224.24,43104,42553,25880,0.188,208.31,0.84,69,7851.33,5507,1845,0.8,40,47,88,13,2.27,3.91,0.14
3624,Product_3624,Home,Beauty,BrandD,326.81,0.24,248.38,167,2.42,1910,Supplier_50,China,London,14,1,0.12,1,2021,24.27,95.71,Red,Fabric,3,914,2263,1410,0.3,230.67,123941.62,1487299.44,53046,2106,20469,0.118,225.41,0.77,52,2386.35,2034,2123,0.52,29,46,185,40,1.45,44.07,0.24
3625,Product_3625,Home,Clothing,BrandB,267.41,0.49,136.38,628,4.9,4292,Supplier_44,China,Shanghai,19,11,0.1,0,2019,35.95,41.72,White,Fabric,5,21,402,6010,0.27,145.06,32731.2,392774.4,28705,647,5241,0.142,157.06,0.64,63,7813.33,3076,892,1.15,22,61,98,-20,3.53,47.63,0.22
3626,Product_3626,Sports,Clothing,BrandB,223.01,0.03,216.32,708,2.77,78,Supplier_32,UK,Mumbai,3,1,0.01,0,2010,49.4,32.46,Red,Wood,0,281,1322,3733,0.28,181.94,70087.68,841052.16,41888,233,23885,0.156,261.93,0.15,90,9964.74,675,4804,0.64,12,75,65,24,2.2,5.89,0.23
3627,Product_3627,Sports,Sports,BrandC,335.2,0.1,301.68,192,1.1,3444,Supplier_20,USA,Mumbai,15,3,0.11,1,2022,4.02,84.05,Black,Wood,3,73,2713,4618,0.42,184.66,30469.68,365636.16,90605,17432,14704,0.04,27.6,0.41,83,9674.07,9780,1668,1.35,20,6,140,50,1.99,26.49,0.08
3628,Product_3628,Home,Sports,BrandC,154.74,0.09,140.81,825,4.94,2530,Supplier_48,USA,London,7,5,0.04,1,2011,19.97,5.19,Red,Fabric,5,899,2470,3199,0.21,99.46,21121.5,253458.0,55020,15802,29653,0.056,139.18,0.8,76,1970.68,5176,4231,0.73,17,33,10,-87,2.17,36.3,0.15
3629,Product_3629,Toys,Clothing,BrandE,783.04,0.13,681.24,706,3.26,192,Supplier_47,China,Berlin,2,7,0.18,0,2019,20.27,14.36,Green,Wood,1,215,2902,5875,0.25,557.66,20437.2,245246.4,21891,35789,2137,0.041,187.9,0.81,58,9703.01,216,2871,0.99,59,43,12,-89,4.91,20.37,0.25
3630,Product_3630,Beauty,Beauty,BrandD,57.01,0.03,55.3,956,2.13,2458,Supplier_24,India,Shanghai,16,6,0.26,1,2012,12.42,68.43,Green,Fabric,0,270,369,5013,0.49,36.07,4092.2,49106.4,78625,17461,11078,0.021,10.92,0.57,69,7816.41,330,2585,1.46,34,44,34,67,2.08,22.22,0.15
3631,Product_3631,Beauty,Home,BrandD,107.24,0.38,66.49,68,3.03,1548,Supplier_30,USA,New York,8,9,0.28,0,2018,11.24,70.32,Red,Fabric,1,479,567,5408,0.45,66.17,6316.55,75798.6,22540,5476,9972,0.117,85.59,0.45,98,8025.59,9622,2940,1.47,10,3,187,-14,3.32,37.8,0.18
